study,dataset,variable,instrument,question
"twinlife","ZA6701_person_wid1_v4-0-0","dia6400s","wid1_F2F1_module10","dia5000s"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6400t","wid1_F2F1_module10","dia5000t"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6400u","wid1_F2F1_module10","dia5000u"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6401s","wid1_F2F1_module10","dia6401s"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6401t","wid1_F2F1_module10","dia6401t"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6401u","wid1_F2F1_module10","dia6401u"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6402s","wid1_F2F1_module10","dia6401s"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6402t","wid1_F2F1_module10","dia6401t"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6402u","wid1_F2F1_module10","dia6401u"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6403s","wid1_F2F1_module10","dia6401s"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6403t","wid1_F2F1_module10","dia6401t"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6403u","wid1_F2F1_module10","dia6401u"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6404s","wid1_F2F1_module10","dia6401s"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6404t","wid1_F2F1_module10","dia6401t"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6404u","wid1_F2F1_module10","dia6401u"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6600s","wid1_F2F1_module10","dia5000s"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6600t","wid1_F2F1_module10","dia5000t"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6600u","wid1_F2F1_module10","dia5000u"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6700s","wid1_F2F1_module10","dia5000s"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6700t","wid1_F2F1_module10","dia5000t"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6700u","wid1_F2F1_module10","dia5000u"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6800s","wid1_F2F1_module10","dia5000s"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6800t","wid1_F2F1_module10","dia5000t"
"twinlife","ZA6701_person_wid1_v4-0-0","dia6800u","wid1_F2F1_module10","dia5000u"
"twinlife","ZA6701_person_wid1_v4-0-0","doc0100s","wid1_F2F1_module10","doc0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","doc0100t","wid1_F2F1_module10","doc0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","doc0100u","wid1_F2F1_module10","doc0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","doc0101s","wid1_F2F1_module10","doc0101s"
"twinlife","ZA6701_person_wid1_v4-0-0","doc0101t","wid1_F2F1_module10","doc0101t"
"twinlife","ZA6701_person_wid1_v4-0-0","doc0101u","wid1_F2F1_module10","doc0101u"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0100s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0100t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0100u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0101s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0101t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0101u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0102s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0102t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0102u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0103s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0103t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0103u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0104s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0104t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0104u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0105s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0105t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0105u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0106s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0106t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0106u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0107s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0107t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0107u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0108s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0108t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0108u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0109s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0109t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","ext0109u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0100s","wid1_F2F1_module10","gre0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0100t","wid1_F2F1_module10","gre0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0100u","wid1_F2F1_module10","gre0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0101s","wid1_F2F1_module10","gre0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0101t","wid1_F2F1_module10","gre0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0101u","wid1_F2F1_module10","gre0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0102s","wid1_F2F1_module10","gre0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0102t","wid1_F2F1_module10","gre0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0102u","wid1_F2F1_module10","gre0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0103s","wid1_F2F1_module10","gre0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0103t","wid1_F2F1_module10","gre0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0103u","wid1_F2F1_module10","gre0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0104s","wid1_F2F1_module10","gre0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0104t","wid1_F2F1_module10","gre0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0104u","wid1_F2F1_module10","gre0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0105s","wid1_F2F1_module10","gre0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0105t","wid1_F2F1_module10","gre0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0105u","wid1_F2F1_module10","gre0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0300s","wid1_F2F1_module10","gre0300s"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0300t","wid1_F2F1_module10","gre0300t"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0300u","wid1_F2F1_module10","gre0300u"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0301s","wid1_F2F1_module10","gre0300s"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0301t","wid1_F2F1_module10","gre0300t"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0301u","wid1_F2F1_module10","gre0300u"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0302s","wid1_F2F1_module10","gre0300s"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0302t","wid1_F2F1_module10","gre0300t"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0302u","wid1_F2F1_module10","gre0300u"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0303s","wid1_F2F1_module10","gre0300s"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0303t","wid1_F2F1_module10","gre0300t"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0303u","wid1_F2F1_module10","gre0300u"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0304s","wid1_F2F1_module10","gre0300s"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0304t","wid1_F2F1_module10","gre0300t"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0304u","wid1_F2F1_module10","gre0300u"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0305s","wid1_F2F1_module10","gre0300s"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0305t","wid1_F2F1_module10","gre0300t"
"twinlife","ZA6701_person_wid1_v4-0-0","gre0305u","wid1_F2F1_module10","gre0300u"
"twinlife","ZA6701_person_wid1_v4-0-0","hbe0500s","wid1_F2F1_module10","hbe0500s"
"twinlife","ZA6701_person_wid1_v4-0-0","hbe0500t","wid1_F2F1_module10","hbe0500t"
"twinlife","ZA6701_person_wid1_v4-0-0","hbe0500u","wid1_F2F1_module10","hbe0500u"
"twinlife","ZA6701_person_wid1_v4-0-0","imp0100s","wid1_F2F1_module10","imp0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","imp0100t","wid1_F2F1_module10","imp0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","imp0100u","wid1_F2F1_module10","imp0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","int0100s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","int0100t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","int0100u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","int0101s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","int0101t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","int0101u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","int0102s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","int0102t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","int0102u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","int0103s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","int0103t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","int0103u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","int0104s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","int0104t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","int0104u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","int0105s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","int0105t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","int0105u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","int0106s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","int0106t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","int0106u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","int0107s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","int0107t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","int0107u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","int0108s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","int0108t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","int0108u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","int0109s","wid1_F2F1_module10","int0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","int0109t","wid1_F2F1_module10","int0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","int0109u","wid1_F2F1_module10","int0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","med0100s","wid1_F2F1_module10","med0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","med0100t","wid1_F2F1_module10","med0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","med0100u","wid1_F2F1_module10","med0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","med0200s","wid1_F2F1_module10","med0200s"
"twinlife","ZA6701_person_wid1_v4-0-0","med0200t","wid1_F2F1_module10","med0200t"
"twinlife","ZA6701_person_wid1_v4-0-0","med0200u","wid1_F2F1_module10","med0200u"
"twinlife","ZA6701_person_wid1_v4-0-0","med0300s","wid1_F2F1_module10","med0300s"
"twinlife","ZA6701_person_wid1_v4-0-0","med0300t","wid1_F2F1_module10","med0300t"
"twinlife","ZA6701_person_wid1_v4-0-0","med0300u","wid1_F2F1_module10","med0300u"
"twinlife","ZA6701_person_wid1_v4-0-0","med0400s","wid1_F2F1_module10","med0400s"
"twinlife","ZA6701_person_wid1_v4-0-0","med0400t","wid1_F2F1_module10","med0400t"
"twinlife","ZA6701_person_wid1_v4-0-0","med0400u","wid1_F2F1_module10","med0400u"
"twinlife","ZA6701_person_wid1_v4-0-0","med0500s","wid1_F2F1_module10","med0500s"
"twinlife","ZA6701_person_wid1_v4-0-0","med0500t","wid1_F2F1_module10","med0500t"
"twinlife","ZA6701_person_wid1_v4-0-0","med0500u","wid1_F2F1_module10","med0500u"
"twinlife","ZA6701_person_wid1_v4-0-0","med0600s","wid1_F2F1_module10","med0600s"
"twinlife","ZA6701_person_wid1_v4-0-0","med0600t","wid1_F2F1_module10","med0600t"
"twinlife","ZA6701_person_wid1_v4-0-0","med0600u","wid1_F2F1_module10","med0600u"
"twinlife","ZA6701_person_wid1_v4-0-0","med0700s","wid1_F2F1_module10","med0700s"
"twinlife","ZA6701_person_wid1_v4-0-0","med0700t","wid1_F2F1_module10","med0700t"
"twinlife","ZA6701_person_wid1_v4-0-0","med0700u","wid1_F2F1_module10","med0700u"
"twinlife","ZA6701_person_wid1_v4-0-0","med0800s","wid1_F2F1_module10","med0800s"
"twinlife","ZA6701_person_wid1_v4-0-0","med0800t","wid1_F2F1_module10","med0800t"
"twinlife","ZA6701_person_wid1_v4-0-0","med0800u","wid1_F2F1_module10","med0800u"
"twinlife","ZA6701_person_wid1_v4-0-0","med0900s","wid1_F2F1_module10","med0900s"
"twinlife","ZA6701_person_wid1_v4-0-0","med0900t","wid1_F2F1_module10","med0900t"
"twinlife","ZA6701_person_wid1_v4-0-0","med0900u","wid1_F2F1_module10","med0900u"
"twinlife","ZA6701_person_wid1_v4-0-0","med1000s","wid1_F2F1_module10","med1000s"
"twinlife","ZA6701_person_wid1_v4-0-0","med1000t","wid1_F2F1_module10","med1000t"
"twinlife","ZA6701_person_wid1_v4-0-0","med1000u","wid1_F2F1_module10","med1000u"
"twinlife","ZA6701_person_wid1_v4-0-0","med2000s","wid1_F2F1_module10","med2000s"
"twinlife","ZA6701_person_wid1_v4-0-0","med2000t","wid1_F2F1_module10","med2000t"
"twinlife","ZA6701_person_wid1_v4-0-0","med2000u","wid1_F2F1_module10","med2000u"
"twinlife","ZA6701_person_wid1_v4-0-0","mig0200s","wid1_F2F1_module10","mig0200s"
"twinlife","ZA6701_person_wid1_v4-0-0","mig0200t","wid1_F2F1_module10","mig0200t"
"twinlife","ZA6701_person_wid1_v4-0-0","mig0200u","wid1_F2F1_module10","mig0200u"
"twinlife","ZA6701_person_wid1_v4-0-0","mig0700s","wid1_F2F1_module10","mig0700s"
"twinlife","ZA6701_person_wid1_v4-0-0","mig0700t","wid1_F2F1_module10","mig0700t"
"twinlife","ZA6701_person_wid1_v4-0-0","mig0700u","wid1_F2F1_module10","mig0700u"
"twinlife","ZA6701_person_wid1_v4-0-0","mig0800s","wid1_F2F1_module10","mig0800s"
"twinlife","ZA6701_person_wid1_v4-0-0","mig0800t","wid1_F2F1_module10","mig0800t"
"twinlife","ZA6701_person_wid1_v4-0-0","mig0800u","wid1_F2F1_module10","mig0800u"
"twinlife","ZA6701_person_wid1_v4-0-0","net0203s","wid1_F2F1_module10","net0203s"
"twinlife","ZA6701_person_wid1_v4-0-0","net0203t","wid1_F2F1_module10","net0203t"
"twinlife","ZA6701_person_wid1_v4-0-0","net0203u","wid1_F2F1_module10","net0203u"
"twinlife","ZA6701_person_wid1_v4-0-0","net0204s","wid1_F2F1_module10","net0204s"
"twinlife","ZA6701_person_wid1_v4-0-0","net0204t","wid1_F2F1_module10","net0204t"
"twinlife","ZA6701_person_wid1_v4-0-0","net0204u","wid1_F2F1_module10","net0204u"
"twinlife","ZA6701_person_wid1_v4-0-0","per0200s","wid1_F2F1_module10","per0200s"
"twinlife","ZA6701_person_wid1_v4-0-0","per0200t","wid1_F2F1_module10","per0200t"
"twinlife","ZA6701_person_wid1_v4-0-0","per0200u","wid1_F2F1_module10","per0200u"
"twinlife","ZA6701_person_wid1_v4-0-0","per0300s","wid1_F2F1_module10","per0300s"
"twinlife","ZA6701_person_wid1_v4-0-0","per0300t","wid1_F2F1_module10","per0300t"
"twinlife","ZA6701_person_wid1_v4-0-0","per0300u","wid1_F2F1_module10","per0300u"
"twinlife","ZA6701_person_wid1_v4-0-0","per0400s","wid1_F2F1_module10","per0400s"
"twinlife","ZA6701_person_wid1_v4-0-0","per0400t","wid1_F2F1_module10","per0400t"
"twinlife","ZA6701_person_wid1_v4-0-0","per0400u","wid1_F2F1_module10","per0400u"
"twinlife","ZA6701_person_wid1_v4-0-0","per0401s","wid1_F2F1_module10","per0400s"
"twinlife","ZA6701_person_wid1_v4-0-0","per0401t","wid1_F2F1_module10","per0400t"
"twinlife","ZA6701_person_wid1_v4-0-0","per0401u","wid1_F2F1_module10","per0400u"
"twinlife","ZA6701_person_wid1_v4-0-0","per0402s","wid1_F2F1_module10","per0400s"
"twinlife","ZA6701_person_wid1_v4-0-0","per0402t","wid1_F2F1_module10","per0400t"
"twinlife","ZA6701_person_wid1_v4-0-0","per0402u","wid1_F2F1_module10","per0400u"
"twinlife","ZA6701_person_wid1_v4-0-0","per0403s","wid1_F2F1_module10","per0400s"
"twinlife","ZA6701_person_wid1_v4-0-0","per0403t","wid1_F2F1_module10","per0400t"
"twinlife","ZA6701_person_wid1_v4-0-0","per0403u","wid1_F2F1_module10","per0400u"
"twinlife","ZA6701_person_wid1_v4-0-0","per0404s","wid1_F2F1_module10","per0400s"
"twinlife","ZA6701_person_wid1_v4-0-0","per0404t","wid1_F2F1_module10","per0400t"
"twinlife","ZA6701_person_wid1_v4-0-0","per0404u","wid1_F2F1_module10","per0400u"
"twinlife","ZA6701_person_wid1_v4-0-0","per0405s","wid1_F2F1_module10","per0400s"
"twinlife","ZA6701_person_wid1_v4-0-0","per0405t","wid1_F2F1_module10","per0400t"
"twinlife","ZA6701_person_wid1_v4-0-0","per0405u","wid1_F2F1_module10","per0400u"
"twinlife","ZA6701_person_wid1_v4-0-0","per0406s","wid1_F2F1_module10","per0400s"
"twinlife","ZA6701_person_wid1_v4-0-0","per0406t","wid1_F2F1_module10","per0400t"
"twinlife","ZA6701_person_wid1_v4-0-0","per0406u","wid1_F2F1_module10","per0400u"
"twinlife","ZA6701_person_wid1_v4-0-0","per0407s","wid1_F2F1_module10","per0400s"
"twinlife","ZA6701_person_wid1_v4-0-0","per0407t","wid1_F2F1_module10","per0400t"
"twinlife","ZA6701_person_wid1_v4-0-0","per0407u","wid1_F2F1_module10","per0400u"
"twinlife","ZA6701_person_wid1_v4-0-0","per0408s","wid1_F2F1_module10","per0400s"
"twinlife","ZA6701_person_wid1_v4-0-0","per0408t","wid1_F2F1_module10","per0400t"
"twinlife","ZA6701_person_wid1_v4-0-0","per0408u","wid1_F2F1_module10","per0400u"
"twinlife","ZA6701_person_wid1_v4-0-0","per0409s","wid1_F2F1_module10","per0400s"
"twinlife","ZA6701_person_wid1_v4-0-0","per0409t","wid1_F2F1_module10","per0400t"
"twinlife","ZA6701_person_wid1_v4-0-0","per0409u","wid1_F2F1_module10","per0400u"
"twinlife","ZA6701_person_wid1_v4-0-0","ses0102s","wid1_F2F1_module10","ses0200s"
"twinlife","ZA6701_person_wid1_v4-0-0","ses0102t","wid1_F2F1_module10","ses0200t"
"twinlife","ZA6701_person_wid1_v4-0-0","ses0102u","wid1_F2F1_module10","ses0200u"
"twinlife","ZA6701_person_wid1_v4-0-0","ses0200s","wid1_F2F1_module10","ses0200s"
"twinlife","ZA6701_person_wid1_v4-0-0","ses0200t","wid1_F2F1_module10","ses0200t"
"twinlife","ZA6701_person_wid1_v4-0-0","ses0200u","wid1_F2F1_module10","ses0200u"
"twinlife","ZA6701_person_wid1_v4-0-0","sex","wid1_F2F1_module10","sex"
"twinlife","ZA6701_person_wid1_v4-0-0","she0100s","wid1_F2F1_module10","she0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","she0100t","wid1_F2F1_module10","she0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","she0100u","wid1_F2F1_module10","she0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0100s","wid1_F2F1_module10","sop0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0100t","wid1_F2F1_module10","sop0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0100u","wid1_F2F1_module10","sop0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0101s","wid1_F2F1_module10","sop0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0101t","wid1_F2F1_module10","sop0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0101u","wid1_F2F1_module10","sop0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0102s","wid1_F2F1_module10","sop0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0102t","wid1_F2F1_module10","sop0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0102u","wid1_F2F1_module10","sop0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0104s","wid1_F2F1_module10","sop0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0104t","wid1_F2F1_module10","sop0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0104u","wid1_F2F1_module10","sop0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0105s","wid1_F2F1_module10","sop0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0105t","wid1_F2F1_module10","sop0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0105u","wid1_F2F1_module10","sop0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0107s","wid1_F2F1_module10","sop0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0107t","wid1_F2F1_module10","sop0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0107u","wid1_F2F1_module10","sop0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0150s","wid1_F2F1_module10","sop0100s"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0150t","wid1_F2F1_module10","sop0100t"
"twinlife","ZA6701_person_wid1_v4-0-0","sop0150u","wid1_F2F1_module10","sop0100u"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0100","wid1_F2F1_module11","nbi0100"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0103","wid1_F2F1_module11","nbi0103"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0104","wid1_F2F1_module11","nbi0104"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0105","wid1_F2F1_module11","nbi0105"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0106","wid1_F2F1_module11","nbi0106"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0107","wid1_F2F1_module11","nbi0107"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0108","wid1_F2F1_module11","nbi0108"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0109","wid1_F2F1_module11","nbi0108"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0110","wid1_F2F1_module11","nbi0108"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0111","wid1_F2F1_module11","nbi0108"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0112","wid1_F2F1_module11","nbi0108"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0113","wid1_F2F1_module11","nbi0108"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0114","wid1_F2F1_module11","nbi0114"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0115","wid1_F2F1_module11","nbi0115"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0116","wid1_F2F1_module11","nbi0116"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0117","wid1_F2F1_module11","nbi0117"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0200","wid1_F2F1_module11","nbi0200"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0201","wid1_F2F1_module11","nbi0201"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0202","wid1_F2F1_module11","nbi0202"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0203","wid1_F2F1_module11","nbi0203"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0207","wid1_F2F1_module11","nbi0207"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0208","wid1_F2F1_module11","nbi0208"
"twinlife","ZA6701_person_wid1_v4-0-0","nbi0211","wid1_F2F1_module11","nbi0211"
